,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
27095,49,technician,married,basic.4y,no,yes,no,cellular,nov,fri,345,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
40145,53,blue-collar,single,basic.9y,no,yes,no,telephone,jul,wed,897,2,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,yes
40585,39,management,married,university.degree,no,yes,no,cellular,sep,thu,291,3,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,yes
31685,35,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,thu,143,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
30734,36,self-employed,married,basic.9y,no,yes,yes,cellular,may,tue,731,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes
39414,53,management,divorced,university.degree,no,yes,no,cellular,apr,thu,222,2,999,0,nonexistent,-1.8,93.749,-34.6,0.64,5008.7,yes
28542,56,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,wed,87,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
41174,62,retired,married,university.degree,no,yes,no,cellular,nov,thu,208,1,1,6,success,-1.1,94.76700000000001,-50.8,1.031,4963.6,yes
26102,36,technician,married,high.school,no,yes,no,telephone,nov,wed,46,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
22312,47,technician,single,professional.course,no,yes,no,cellular,aug,thu,396,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37857,34,technician,married,university.degree,no,yes,no,cellular,aug,fri,94,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.825,5076.2,no
7594,31,admin.,married,university.degree,no,no,no,telephone,may,fri,294,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
16450,34,services,married,high.school,no,no,no,cellular,jul,wed,235,11,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
10049,55,technician,divorced,professional.course,unknown,no,no,telephone,jun,thu,885,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
38656,71,retired,married,professional.course,no,yes,yes,telephone,nov,tue,383,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,yes
37292,31,admin.,married,high.school,no,no,yes,cellular,aug,mon,155,2,4,1,success,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
24667,53,management,married,university.degree,unknown,yes,no,cellular,nov,mon,536,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
37955,18,student,single,unknown,no,yes,no,cellular,sep,fri,563,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
35424,41,admin.,single,high.school,no,no,no,cellular,may,mon,722,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
39195,38,technician,single,high.school,no,yes,no,cellular,mar,fri,292,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
16378,27,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,164,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
11233,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,922,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
3036,38,self-employed,single,university.degree,no,no,yes,telephone,may,wed,270,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
14092,27,blue-collar,single,basic.9y,no,yes,no,telephone,jul,mon,236,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
37388,42,management,divorced,unknown,no,yes,no,cellular,aug,wed,137,2,4,1,success,-2.9,92.20100000000001,-31.4,0.879,5076.2,yes
7561,43,technician,married,professional.course,unknown,yes,no,telephone,may,fri,53,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
27302,29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,190,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
37803,62,retired,married,professional.course,no,yes,no,cellular,aug,tue,531,3,6,1,success,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
16254,33,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,1206,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
40594,60,retired,married,university.degree,no,no,no,cellular,sep,thu,799,2,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,yes
27041,50,blue-collar,married,university.degree,unknown,no,no,cellular,nov,fri,108,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
31118,40,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,954,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes
21604,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,528,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32881,46,management,married,basic.6y,no,no,no,cellular,may,mon,966,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes
32876,38,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,mon,168,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
24562,53,technician,married,university.degree,no,yes,no,cellular,nov,mon,158,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
40273,77,retired,married,basic.4y,no,unknown,unknown,cellular,jul,tue,218,2,3,1,success,-1.7,94.215,-40.3,0.893,4991.6,yes
25246,46,unemployed,married,high.school,unknown,yes,no,cellular,nov,tue,81,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
8315,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1045,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
40054,33,admin.,married,high.school,no,yes,yes,telephone,jul,wed,398,2,999,1,failure,-1.7,94.215,-40.3,0.802,4991.6,yes
38676,73,retired,married,university.degree,no,no,yes,cellular,nov,thu,749,7,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
41128,31,admin.,single,high.school,no,yes,no,cellular,nov,wed,456,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.044,4963.6,yes
1332,39,unemployed,married,university.degree,no,yes,no,telephone,may,thu,168,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31980,31,technician,married,professional.course,unknown,yes,no,cellular,may,thu,476,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
34737,28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,884,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
1024,50,self-employed,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,153,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
16168,48,entrepreneur,single,university.degree,no,yes,no,cellular,jul,tue,654,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
26749,30,services,married,high.school,no,no,no,cellular,nov,thu,186,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
16656,51,admin.,married,basic.9y,unknown,yes,no,cellular,jul,wed,228,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
2713,41,technician,married,high.school,no,yes,no,telephone,may,wed,832,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
30297,46,admin.,married,basic.6y,no,no,no,cellular,apr,thu,278,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
28847,50,services,single,basic.6y,unknown,no,no,cellular,apr,thu,169,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
37710,35,blue-collar,divorced,high.school,no,no,no,cellular,aug,thu,151,1,3,1,success,-2.9,92.20100000000001,-31.4,0.851,5076.2,yes
41022,23,student,single,high.school,no,no,yes,cellular,oct,fri,380,1,3,1,success,-1.1,94.601,-49.5,1.0290000000000001,4963.6,yes
11499,47,services,married,basic.6y,no,no,no,telephone,jun,fri,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
4359,27,admin.,married,high.school,unknown,no,yes,telephone,may,tue,318,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
12341,41,entrepreneur,married,basic.4y,no,yes,no,telephone,jul,fri,89,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no
20509,35,management,married,university.degree,no,no,no,cellular,aug,tue,253,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
15554,31,technician,married,university.degree,no,yes,no,cellular,jul,fri,166,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
35969,42,technician,married,professional.course,no,no,no,cellular,may,mon,377,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes
34648,31,technician,single,basic.9y,no,yes,no,cellular,may,thu,479,1,11,1,success,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
34589,35,blue-collar,married,high.school,no,yes,no,cellular,may,thu,121,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
7704,48,admin.,married,university.degree,no,no,no,telephone,may,fri,76,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
37043,42,technician,married,university.degree,no,no,no,cellular,jul,wed,361,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,yes
23374,44,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,12,14,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
20418,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30810,33,admin.,single,high.school,no,no,no,cellular,may,tue,154,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
26704,40,services,married,basic.6y,no,no,no,cellular,nov,thu,215,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
33585,34,services,married,high.school,unknown,no,yes,cellular,may,tue,22,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
24820,40,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,71,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
14111,31,technician,single,basic.9y,no,yes,no,cellular,jul,mon,227,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
40664,32,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,606,3,3,4,success,-1.1,94.199,-37.5,0.88,4963.6,yes
26676,32,management,single,university.degree,no,no,no,cellular,nov,thu,500,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
11417,45,admin.,married,basic.9y,unknown,no,no,telephone,jun,fri,973,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
33777,35,admin.,divorced,high.school,no,no,no,cellular,may,wed,133,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
21006,57,technician,single,university.degree,unknown,yes,yes,cellular,aug,thu,433,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
21537,32,admin.,single,university.degree,no,yes,no,cellular,aug,tue,96,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
22338,49,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,1877,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
286,39,housemaid,married,basic.9y,no,yes,no,telephone,may,mon,935,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
39399,27,student,single,unknown,no,yes,no,cellular,apr,thu,176,1,999,1,failure,-1.8,93.749,-34.6,0.635,5008.7,no
6887,29,admin.,married,basic.6y,no,no,yes,telephone,may,wed,376,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30020,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
34201,38,housemaid,divorced,university.degree,no,yes,no,cellular,may,wed,873,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
1319,54,admin.,married,university.degree,no,no,no,telephone,may,thu,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
39586,32,student,single,unknown,no,yes,no,cellular,may,wed,188,2,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,yes
13499,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,266,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
14715,46,technician,divorced,professional.course,no,no,no,cellular,jul,tue,114,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
28497,56,management,married,basic.9y,unknown,no,no,cellular,apr,tue,584,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
38531,32,admin.,single,university.degree,no,no,no,cellular,oct,wed,371,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,yes
39329,39,technician,divorced,high.school,no,no,no,cellular,mar,mon,174,1,3,1,success,-1.8,93.369,-34.8,0.639,5008.7,yes
25204,34,management,single,university.degree,no,yes,yes,cellular,nov,tue,79,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
35124,37,services,married,high.school,no,yes,no,cellular,may,fri,81,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
38574,55,retired,married,basic.4y,no,no,no,cellular,oct,thu,250,1,999,2,failure,-3.4,92.431,-26.9,0.722,5017.5,no
29437,40,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,374,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
34382,35,technician,single,unknown,no,no,no,cellular,may,thu,745,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
6014,32,blue-collar,married,professional.course,unknown,yes,no,telephone,may,tue,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9953,55,admin.,divorced,high.school,no,no,no,telephone,jun,wed,148,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31090,29,admin.,single,university.degree,no,no,no,cellular,may,wed,401,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
13309,29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,161,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
30744,34,blue-collar,married,high.school,no,yes,no,cellular,may,tue,863,1,3,2,success,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes
17871,38,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,1058,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
7289,58,retired,married,basic.9y,unknown,yes,no,telephone,may,thu,828,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
23534,33,services,married,university.degree,unknown,yes,no,cellular,aug,thu,198,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
9893,32,admin.,single,high.school,no,yes,no,telephone,jun,wed,1199,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
29432,48,services,married,high.school,no,no,no,cellular,apr,mon,1112,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
14944,34,admin.,married,university.degree,no,no,no,cellular,jul,wed,781,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
7049,41,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,410,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
5119,38,admin.,married,university.degree,no,no,no,telephone,may,fri,124,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38589,39,technician,single,university.degree,unknown,no,yes,cellular,oct,fri,125,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
27899,36,management,married,university.degree,no,no,no,cellular,mar,thu,709,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.538,5099.1,yes
40639,89,retired,divorced,basic.4y,no,yes,no,cellular,sep,tue,314,1,999,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,4963.6,yes
4037,36,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,214,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
30253,48,technician,divorced,high.school,no,yes,no,cellular,apr,thu,400,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
40977,42,technician,married,professional.course,no,yes,yes,cellular,oct,mon,509,1,6,1,success,-1.1,94.601,-49.5,1.0,4963.6,yes
28936,34,management,married,university.degree,no,yes,no,cellular,apr,fri,416,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
15102,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,118,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
31474,31,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,290,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
30089,38,admin.,married,university.degree,no,unknown,unknown,cellular,apr,mon,124,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
40652,42,admin.,single,high.school,no,no,no,cellular,sep,wed,638,1,14,1,success,-1.1,94.199,-37.5,0.88,4963.6,yes
38898,26,admin.,single,university.degree,no,yes,no,cellular,nov,tue,309,3,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
28043,28,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,771,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
39060,24,student,single,high.school,no,yes,no,cellular,dec,thu,726,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7120000000000001,5023.5,yes
12396,30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,89,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1894,42,admin.,married,university.degree,no,no,no,telephone,may,fri,126,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
33845,28,services,single,high.school,no,yes,yes,cellular,may,wed,562,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
39032,81,retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,166,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7140000000000001,5023.5,yes
28974,43,admin.,single,high.school,no,no,no,telephone,apr,fri,51,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
17798,53,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,tue,64,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
40197,78,retired,married,basic.4y,no,yes,no,cellular,jul,mon,173,2,999,1,failure,-1.7,94.215,-40.3,0.87,4991.6,yes
36461,31,management,married,university.degree,no,yes,no,cellular,jun,tue,305,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
38796,32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,707,2,3,2,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
11908,40,admin.,single,professional.course,unknown,no,yes,telephone,jun,fri,36,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
27864,24,admin.,single,high.school,no,yes,yes,cellular,mar,wed,224,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6019999999999999,5099.1,yes
19209,37,management,married,university.degree,no,no,no,cellular,aug,wed,902,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
32265,38,management,married,university.degree,no,yes,no,cellular,may,fri,1276,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes
40335,62,retired,married,basic.4y,no,no,no,cellular,aug,mon,317,1,9,2,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
37690,74,retired,married,university.degree,no,yes,yes,cellular,aug,wed,232,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,yes
40420,41,admin.,divorced,high.school,no,yes,no,cellular,aug,fri,174,1,4,3,failure,-1.7,94.027,-38.3,0.905,4991.6,yes
17365,47,technician,single,professional.course,no,yes,no,cellular,jul,mon,365,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
39208,27,services,single,university.degree,no,yes,no,cellular,mar,mon,104,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
24083,41,admin.,single,high.school,no,yes,no,telephone,nov,thu,234,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,yes
37277,38,admin.,single,high.school,no,yes,yes,cellular,aug,mon,167,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
15865,22,blue-collar,single,unknown,unknown,no,no,telephone,jul,mon,50,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
16571,24,admin.,married,university.degree,no,yes,no,cellular,jul,wed,134,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
40552,27,admin.,married,university.degree,no,yes,no,cellular,aug,tue,415,5,12,1,success,-1.7,94.027,-38.3,0.8859999999999999,4991.6,yes
2200,36,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,145,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40261,24,technician,single,professional.course,no,yes,no,cellular,jul,mon,607,3,13,1,success,-1.7,94.215,-40.3,0.889,4991.6,yes
1743,42,services,married,high.school,no,no,no,telephone,may,fri,137,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
15449,47,technician,divorced,professional.course,no,yes,no,cellular,jul,fri,239,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
8648,25,admin.,single,university.degree,no,no,no,telephone,jun,wed,188,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
30029,64,retired,married,university.degree,no,yes,no,cellular,apr,wed,102,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1925,25,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,483,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
34909,24,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,54,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
24224,48,admin.,single,university.degree,no,no,no,cellular,nov,mon,76,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
38905,34,admin.,divorced,high.school,no,no,no,cellular,nov,tue,492,2,6,3,success,-3.4,92.649,-30.1,0.716,5017.5,no
39542,50,admin.,married,basic.9y,no,yes,no,cellular,apr,thu,717,3,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,yes
30002,31,technician,single,university.degree,no,yes,no,telephone,apr,tue,847,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
3753,41,management,married,unknown,no,no,no,telephone,may,fri,718,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
3223,45,self-employed,married,basic.6y,unknown,no,no,telephone,may,thu,734,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
39804,29,technician,single,professional.course,no,yes,no,cellular,jun,wed,226,2,6,1,success,-1.7,94.055,-39.8,0.7040000000000001,4991.6,yes
38555,28,admin.,single,university.degree,no,no,no,cellular,oct,thu,72,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no
34735,31,admin.,single,high.school,no,yes,no,cellular,may,thu,1094,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
19000,47,entrepreneur,married,university.degree,no,no,no,cellular,aug,tue,487,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
25,35,technician,married,university.degree,no,no,yes,telephone,may,mon,99,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13734,38,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,500,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
40457,31,admin.,married,university.degree,no,no,no,cellular,aug,tue,164,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
15344,57,blue-collar,married,high.school,unknown,no,no,cellular,jul,fri,558,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
26004,35,admin.,married,professional.course,no,no,no,cellular,nov,wed,616,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
37568,71,retired,married,basic.4y,no,yes,no,cellular,aug,fri,125,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,yes
6051,45,admin.,married,basic.6y,no,yes,yes,telephone,may,tue,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
23614,30,technician,single,university.degree,no,yes,no,cellular,aug,thu,31,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
28975,36,technician,married,professional.course,no,yes,no,cellular,apr,fri,1095,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
39232,29,blue-collar,single,professional.course,no,no,yes,cellular,mar,tue,207,2,999,1,failure,-1.8,93.369,-34.8,0.652,5008.7,yes
20768,57,technician,divorced,university.degree,no,yes,no,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19968,52,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,fri,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
13977,38,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,764,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
21234,50,services,married,basic.6y,unknown,no,no,telephone,aug,mon,161,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
31744,33,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,490,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
37788,63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,511,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2,yes
27708,28,technician,single,university.degree,no,yes,no,cellular,mar,mon,120,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes
23276,43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,281,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
38547,33,admin.,single,university.degree,no,no,no,cellular,oct,thu,410,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,yes
20111,34,technician,married,professional.course,no,no,no,cellular,aug,mon,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
13029,28,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,137,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
40338,38,technician,single,university.degree,no,no,no,cellular,aug,mon,135,7,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
32765,55,retired,married,basic.9y,unknown,no,no,telephone,may,mon,114,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
18171,37,admin.,married,high.school,no,yes,yes,telephone,jul,wed,1089,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
11182,34,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,335,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
349,57,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
